0.000000e+00	-1.000000e-03
1.000000e-02	-2.100000e-02
2.000000e-02	-2.100000e-02
3.000000e-02	-3.700000e-02
4.000000e-02	-2.100000e-02
5.000000e-02	-1.300000e-02
6.000000e-02	1.300000e-02
7.000000e-02	1.900000e-02
8.000000e-02	1.900000e-02
9.000000e-02	1.900000e-02
1.000000e-01	1.900000e-02
1.100000e-01	1.900000e-02
1.200000e-01	1.900000e-02
1.300000e-01	1.900000e-02
1.400000e-01	1.900000e-02
1.500000e-01	-1.000000e-03
1.600000e-01	-1.000000e-03
1.700000e-01	-1.000000e-03
1.800000e-01	-1.000000e-03
1.900000e-01	-1.000000e-03
2.000000e-01	-1.000000e-03
2.100000e-01	-1.000000e-03
2.200000e-01	-1.000000e-03
2.300000e-01	-9.000000e-03
2.400000e-01	-6.000000e-03
2.500000e-01	1.900000e-02
2.600000e-01	1.900000e-02
2.700000e-01	1.900000e-02
2.800000e-01	3.000000e-03
2.900000e-01	-2.100000e-02
3.000000e-01	-1.300000e-02
3.100000e-01	-1.000000e-03
3.200000e-01	1.900000e-02
3.300000e-01	1.500000e-02
3.400000e-01	-1.000000e-03
3.500000e-01	-1.000000e-03
3.600000e-01	-1.000000e-03
3.700000e-01	-1.000000e-03
3.800000e-01	-1.000000e-03
3.900000e-01	-1.000000e-03
4.000000e-01	-1.000000e-03
4.100000e-01	-1.000000e-03
4.200000e-01	-1.000000e-03
4.300000e-01	-1.000000e-03
4.400000e-01	6.000000e-03
4.500000e-01	1.900000e-02
4.600000e-01	1.900000e-02
4.700000e-01	1.600000e-02
4.800000e-01	-1.000000e-03
4.900000e-01	-1.000000e-03
5.000000e-01	-1.000000e-03
5.100000e-01	-1.500000e-02
5.200000e-01	-1.200000e-02
5.300000e-01	-2.100000e-02
5.400000e-01	-2.100000e-02
5.500000e-01	-1.300000e-02
5.600000e-01	-1.400000e-02
5.700000e-01	-2.100000e-02
5.800000e-01	-2.100000e-02
5.900000e-01	-1.000000e-02
6.000000e-01	1.500000e-02
6.100000e-01	-1.000000e-03
6.200000e-01	-1.000000e-03
6.300000e-01	-1.000000e-03
6.400000e-01	-1.000000e-03
6.500000e-01	-1.000000e-03
6.600000e-01	-1.000000e-03
6.700000e-01	-1.000000e-03
6.800000e-01	-1.000000e-03
6.900000e-01	-1.000000e-03
7.000000e-01	-1.000000e-03
7.100000e-01	-1.000000e-03
7.200000e-01	1.600000e-02
7.300000e-01	8.000000e-03
7.400000e-01	1.900000e-02
7.500000e-01	1.900000e-02
7.600000e-01	1.400000e-02
7.700000e-01	-1.000000e-03
7.800000e-01	-1.000000e-03
7.900000e-01	-2.100000e-02
8.000000e-01	-2.100000e-02
8.100000e-01	-2.100000e-02
8.200000e-01	-1.000000e-03
8.300000e-01	1.900000e-02
8.400000e-01	1.900000e-02
8.500000e-01	1.900000e-02
8.600000e-01	1.900000e-02
8.700000e-01	1.200000e-02
8.800000e-01	1.200000e-02
8.900000e-01	1.900000e-02
9.000000e-01	3.500000e-02
9.100000e-01	1.000000e-02
9.200000e-01	-1.000000e-03
9.300000e-01	0.000000e+00
9.400000e-01	1.900000e-02
9.500000e-01	1.900000e-02
9.600000e-01	3.700000e-02
9.700000e-01	3.600000e-02
9.800000e-01	1.900000e-02
9.900000e-01	1.900000e-02
1.000000e+00	1.900000e-02
1.010000e+00	-1.000000e-03
1.020000e+00	1.100000e-02
1.030000e+00	1.900000e-02
1.040000e+00	1.900000e-02
1.050000e+00	1.100000e-02
1.060000e+00	1.300000e-02
1.070000e+00	1.900000e-02
1.080000e+00	1.500000e-02
1.090000e+00	-1.000000e-03
1.100000e+00	-1.700000e-02
1.110000e+00	-1.900000e-02
1.120000e+00	-1.000000e-03
1.130000e+00	-1.000000e-03
1.140000e+00	-1.000000e-03
1.150000e+00	1.900000e-02
1.160000e+00	1.000000e-02
1.170000e+00	-1.000000e-03
1.180000e+00	-1.000000e-03
1.190000e+00	-1.000000e-03
1.200000e+00	-1.000000e-03
1.210000e+00	1.700000e-02
1.220000e+00	1.600000e-02
1.230000e+00	-1.000000e-03
1.240000e+00	-1.000000e-03
1.250000e+00	-1.000000e-03
1.260000e+00	5.000000e-03
1.270000e+00	3.100000e-02
1.280000e+00	3.900000e-02
1.290000e+00	1.700000e-02
1.300000e+00	-1.000000e-03
1.310000e+00	-1.000000e-03
1.320000e+00	-2.000000e-02
1.330000e+00	-2.100000e-02
1.340000e+00	-1.000000e-02
1.350000e+00	-1.700000e-02
1.360000e+00	-2.100000e-02
1.370000e+00	-1.300000e-02
1.380000e+00	-1.000000e-03
1.390000e+00	-1.000000e-03
1.400000e+00	-1.700000e-02
1.410000e+00	-1.000000e-03
1.420000e+00	-1.000000e-03
1.430000e+00	-1.000000e-03
1.440000e+00	-1.000000e-03
1.450000e+00	-1.000000e-03
1.460000e+00	-1.000000e-03
1.470000e+00	-1.000000e-03
1.480000e+00	-1.000000e-03
1.490000e+00	1.400000e-02
1.500000e+00	-1.000000e-03
1.510000e+00	-1.000000e-03
1.520000e+00	-1.000000e-03
